"income","Recency","Age","Children","Education","MaritalStatus","Customer_Days","complain","NumPurchases","NumWebVisitsMonth","MntCategories","MntTotal","MntRegularProds","MntGoldProds","AcceptedCmp","AcceptedCmpOverall"
64260.0,1,59,"{""Teen"": 0, ""Kid"": 0}",graduation,together,2693,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 5, ""Store"": 4}",3,"{""Fish"": 20, ""Fruits"": 169, ""Meat"": 816, ""Sweet"": 0, ""Wines"": 539}",1544,1514,30,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 1}",0
82733.0,28,36,"{""Teen"": 0, ""Kid"": 0}",PhD,single,2451,0,"{""Deals"": 1, ""Web"": 8, ""Catalog"": 4, ""Store"": 7}",4,"{""Fish"": 65, ""Fruits"": 50, ""Meat"": 420, ""Sweet"": 38, ""Wines"": 712}",1285,1247,38,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 1}",0
74290.0,70,49,"{""Teen"": 1, ""Kid"": 0}",master,divorced,2480,0,"{""Deals"": 4, ""Web"": 10, ""Catalog"": 8, ""Store"": 10}",6,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 72, ""Sweet"": 12, ""Wines"": 1121}",1205,1193,12,"{""1st"": 1, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",2
58217.0,84,69,"{""Teen"": 1, ""Kid"": 2}",master,single,2748,0,"{""Deals"": 1, ""Web"": 2, ""Catalog"": 0, ""Store"": 4}",6,"{""Fish"": 3, ""Fruits"": 1, ""Meat"": 13, ""Sweet"": 5, ""Wines"": 68}",90,77,13,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
21024.0,89,44,"{""Teen"": 0, ""Kid"": 0}",master,together,2519,0,"{""Deals"": 1, ""Web"": 2, ""Catalog"": 0, ""Store"": 4}",7,"{""Fish"": 6, ""Fruits"": 4, ""Meat"": 18, ""Sweet"": 2, ""Wines"": 36}",66,48,18,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
70116.0,73,48,"{""Teen"": 0, ""Kid"": 0}",PhD,married,2678,0,"{""Deals"": 1, ""Web"": 2, ""Catalog"": 8, ""Store"": 12}",1,"{""Fish"": 95, ""Fruits"": 44, ""Meat"": 603, ""Sweet"": 58, ""Wines"": 707}",1507,1478,29,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
54006.0,42,35,"{""Teen"": 0, ""Kid"": 1}",graduation,together,2808,0,"{""Deals"": 2, ""Web"": 8, ""Catalog"": 1, ""Store"": 7}",7,"{""Fish"": 6, ""Fruits"": 77, ""Meat"": 203, ""Sweet"": 24, ""Wines"": 174}",484,387,97,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
69063.0,16,54,"{""Teen"": 1, ""Kid"": 0}",PhD,married,2758,0,"{""Deals"": 1, ""Web"": 5, ""Catalog"": 3, ""Store"": 5}",3,"{""Fish"": 69, ""Fruits"": 35, ""Meat"": 124, ""Sweet"": 8, ""Wines"": 666}",902,876,26,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
11448.0,16,45,"{""Teen"": 0, ""Kid"": 0}","2n_cycle",divorced,2355,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",6,"{""Fish"": 6, ""Fruits"": 0, ""Meat"": 0, ""Sweet"": 2, ""Wines"": 0}",8,2,6,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
61825.0,56,41,"{""Teen"": 1, ""Kid"": 0}",graduation,single,2485,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 2, ""Store"": 8}",4,"{""Fish"": 55, ""Fruits"": 50, ""Meat"": 100, ""Sweet"": 30, ""Wines"": 162}",397,370,27,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
70886.0,65,49,"{""Teen"": 0, ""Kid"": 1}",graduation,married,2417,0,"{""Deals"": 1, ""Web"": 5, ""Catalog"": 4, ""Store"": 4}",2,"{""Fish"": 103, ""Fruits"": 70, ""Meat"": 239, ""Sweet"": 88, ""Wines"": 407}",907,854,53,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
69109.0,10,38,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2756,0,"{""Deals"": 1, ""Web"": 6, ""Catalog"": 6, ""Store"": 7}",4,"{""Fish"": 124, ""Fruits"": 25, ""Meat"": 459, ""Sweet"": 29, ""Wines"": 823}",1460,1365,95,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 1, ""last"": 1}",1
60208.0,13,47,"{""Teen"": 1, ""Kid"": 1}",graduation,widow,2789,0,"{""Deals"": 11, ""Web"": 8, ""Catalog"": 3, ""Store"": 7}",7,"{""Fish"": 15, ""Fruits"": 23, ""Meat"": 71, ""Sweet"": 0, ""Wines"": 488}",597,538,59,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 1}",1
32889.0,78,52,"{""Teen"": 1, ""Kid"": 1}",master,together,2455,0,"{""Deals"": 3, ""Web"": 2, ""Catalog"": 1, ""Store"": 3}",5,"{""Fish"": 4, ""Fruits"": 0, ""Meat"": 13, ""Sweet"": 2, ""Wines"": 28}",47,39,8,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
34738.0,51,36,"{""Teen"": 0, ""Kid"": 1}",graduation,single,2208,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",6,"{""Fish"": 3, ""Fruits"": 2, ""Meat"": 10, ""Sweet"": 0, ""Wines"": 3}",18,16,2,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
30538.0,27,49,"{""Teen"": 0, ""Kid"": 1}",master,together,2795,0,"{""Deals"": 4, ""Web"": 9, ""Catalog"": 0, ""Store"": 4}",10,"{""Fish"": 8, ""Fruits"": 0, ""Meat"": 52, ""Sweet"": 3, ""Wines"": 284}",347,327,20,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
82326.0,30,43,"{""Teen"": 0, ""Kid"": 0}","2n_cycle",together,2270,0,"{""Deals"": 1, ""Web"": 5, ""Catalog"": 10, ""Store"": 6}",2,"{""Fish"": 159, ""Fruits"": 142, ""Meat"": 754, ""Sweet"": 81, ""Wines"": 938}",2074,1891,183,"{""1st"": 1, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 1, ""last"": 1}",3
26642.0,71,53,"{""Teen"": 0, ""Kid"": 1}",PhD,divorced,2279,0,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",6,"{""Fish"": 2, ""Fruits"": 2, ""Meat"": 15, ""Sweet"": 2, ""Wines"": 13}",34,26,8,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
69932.0,97,56,"{""Teen"": 1, ""Kid"": 0}",graduation,divorced,2541,0,"{""Deals"": 2, ""Web"": 7, ""Catalog"": 6, ""Store"": 11}",4,"{""Fish"": 150, ""Fruits"": 172, ""Meat"": 153, ""Sweet"": 105, ""Wines"": 412}",992,935,57,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
44503.0,83,48,"{""Teen"": 1, ""Kid"": 1}",graduation,single,2233,0,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",6,"{""Fish"": 0, ""Fruits"": 1, ""Meat"": 8, ""Sweet"": 0, ""Wines"": 31}",40,32,8,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
60200.0,3,72,"{""Teen"": 1, ""Kid"": 0}",PhD,single,2702,0,"{""Deals"": 6, ""Web"": 6, ""Catalog"": 2, ""Store"": 11}",6,"{""Fish"": 0, ""Fruits"": 19, ""Meat"": 132, ""Sweet"": 6, ""Wines"": 502}",659,633,26,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
49638.0,71,68,"{""Teen"": 1, ""Kid"": 0}",graduation,divorced,2230,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",2,"{""Fish"": 3, ""Fruits"": 10, ""Meat"": 3, ""Sweet"": 5, ""Wines"": 18}",39,39,0,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
23830.0,3,33,"{""Teen"": 0, ""Kid"": 0}","2n_cycle",single,2301,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",7,"{""Fish"": 4, ""Fruits"": 8, ""Meat"": 6, ""Sweet"": 8, ""Wines"": 1}",27,11,16,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
33051.0,15,61,"{""Teen"": 0, ""Kid"": 0}",master,widow,2841,0,"{""Deals"": 3, ""Web"": 9, ""Catalog"": 1, ""Store"": 8}",9,"{""Fish"": 108, ""Fruits"": 71, ""Meat"": 243, ""Sweet"": 94, ""Wines"": 100}",616,397,219,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 1}",0
72905.0,52,62,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2318,0,"{""Deals"": 1, ""Web"": 3, ""Catalog"": 7, ""Store"": 9}",1,"{""Fish"": 181, ""Fruits"": 114, ""Meat"": 445, ""Sweet"": 165, ""Wines"": 407}",1312,1109,203,"{""1st"": 1, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
69702.0,8,69,"{""Teen"": 1, ""Kid"": 0}",PhD,together,2654,0,"{""Deals"": 2, ""Web"": 7, ""Catalog"": 7, ""Store"": 10}",4,"{""Fish"": 50, ""Fruits"": 9, ""Meat"": 240, ""Sweet"": 19, ""Wines"": 664}",982,925,57,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
70300.0,89,45,"{""Teen"": 0, ""Kid"": 1}",graduation,divorced,2508,0,"{""Deals"": 3, ""Web"": 5, ""Catalog"": 5, ""Store"": 13}",8,"{""Fish"": 60, ""Fruits"": 61, ""Meat"": 338, ""Sweet"": 46, ""Wines"": 1045}",1550,1504,46,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
70643.0,66,36,"{""Teen"": 0, ""Kid"": 0}",PhD,married,2781,0,"{""Deals"": 1, ""Web"": 5, ""Catalog"": 8, ""Store"": 4}",6,"{""Fish"": 23, ""Fruits"": 107, ""Meat"": 304, ""Sweet"": 143, ""Wines"": 1218}",1795,1762,33,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 1}",0
30396.0,22,51,"{""Teen"": 0, ""Kid"": 1}",PhD,married,2219,0,"{""Deals"": 2, ""Web"": 1, ""Catalog"": 1, ""Store"": 2}",7,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 6, ""Sweet"": 1, ""Wines"": 15}",22,10,12,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 1}",1
50616.0,56,52,"{""Teen"": 1, ""Kid"": 0}",PhD,divorced,2231,0,"{""Deals"": 2, ""Web"": 4, ""Catalog"": 0, ""Store"": 4}",7,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 16, ""Sweet"": 1, ""Wines"": 128}",145,141,4,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
62772.0,74,51,"{""Teen"": 1, ""Kid"": 0}",master,single,2565,0,"{""Deals"": 1, ""Web"": 5, ""Catalog"": 6, ""Store"": 11}",2,"{""Fish"": 43, ""Fruits"": 49, ""Meat"": 157, ""Sweet"": 8, ""Wines"": 581}",838,730,108,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",1
30298.0,48,35,"{""Teen"": 0, ""Kid"": 0}",PhD,single,2200,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 1, ""Store"": 3}",3,"{""Fish"": 6, ""Fruits"": 3, ""Meat"": 12, ""Sweet"": 1, ""Wines"": 6}",28,28,0,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
52413.0,67,36,"{""Teen"": 0, ""Kid"": 1}",graduation,single,2762,0,"{""Deals"": 2, ""Web"": 7, ""Catalog"": 1, ""Store"": 7}",7,"{""Fish"": 56, ""Fruits"": 8, ""Meat"": 133, ""Sweet"": 56, ""Wines"": 185}",438,426,12,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
44155.0,24,63,"{""Teen"": 1, ""Kid"": 1}",PhD,married,2320,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 1, ""Store"": 2}",4,"{""Fish"": 0, ""Fruits"": 1, ""Meat"": 9, ""Sweet"": 0, ""Wines"": 22}",32,18,14,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
86979.0,67,49,"{""Teen"": 0, ""Kid"": 0}",PhD,divorced,2393,0,"{""Deals"": 1, ""Web"": 5, ""Catalog"": 5, ""Store"": 5}",2,"{""Fish"": 65, ""Fruits"": 100, ""Meat"": 835, ""Sweet"": 83, ""Wines"": 584}",1667,1632,35,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 1}",1
76532.0,38,45,"{""Teen"": 1, ""Kid"": 1}",graduation,together,2452,0,"{""Deals"": 4, ""Web"": 9, ""Catalog"": 5, ""Store"": 7}",5,"{""Fish"": 90, ""Fruits"": 30, ""Meat"": 177, ""Sweet"": 138, ""Wines"": 355}",790,760,30,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
42081.0,86,38,"{""Teen"": 0, ""Kid"": 1}",graduation,married,2647,0,"{""Deals"": 2, ""Web"": 6, ""Catalog"": 3, ""Store"": 4}",6,"{""Fish"": 54, ""Fruits"": 10, ""Meat"": 110, ""Sweet"": 6, ""Wines"": 175}",355,328,27,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
67546.0,90,32,"{""Teen"": 0, ""Kid"": 0}",PhD,married,2826,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 10, ""Store"": 5}",3,"{""Fish"": 150, ""Fruits"": 134, ""Meat"": 768, ""Sweet"": 38, ""Wines"": 864}",1954,1782,172,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
88420.0,87,31,"{""Teen"": 0, ""Kid"": 0}",master,together,2217,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 7, ""Store"": 8}",1,"{""Fish"": 99, ""Fruits"": 153, ""Meat"": 612, ""Sweet"": 95, ""Wines"": 957}",1916,1763,153,"{""1st"": 1, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 1, ""last"": 0}",3
31158.0,62,35,"{""Teen"": 0, ""Kid"": 1}",graduation,married,2677,0,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",8,"{""Fish"": 20, ""Fruits"": 6, ""Meat"": 16, ""Sweet"": 0, ""Wines"": 25}",67,62,5,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
61671.0,23,52,"{""Teen"": 1, ""Kid"": 0}",graduation,divorced,2185,0,"{""Deals"": 8, ""Web"": 10, ""Catalog"": 4, ""Store"": 6}",8,"{""Fish"": 0, ""Fruits"": 7, ""Meat"": 56, ""Sweet"": 0, ""Wines"": 641}",704,676,28,"{""1st"": 1, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",2
69719.0,99,46,"{""Teen"": 0, ""Kid"": 0}",graduation,single,2193,0,"{""Deals"": 1, ""Web"": 2, ""Catalog"": 3, ""Store"": 5}",1,"{""Fish"": 177, ""Fruits"": 86, ""Meat"": 208, ""Sweet"": 14, ""Wines"": 273}",758,715,43,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
49160.0,29,71,"{""Teen"": 1, ""Kid"": 0}",graduation,divorced,2411,0,"{""Deals"": 2, ""Web"": 3, ""Catalog"": 1, ""Store"": 6}",6,"{""Fish"": 25, ""Fruits"": 21, ""Meat"": 43, ""Sweet"": 10, ""Wines"": 122}",221,206,15,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
24882.0,52,42,"{""Teen"": 0, ""Kid"": 1}",basic,together,2817,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 1, ""Store"": 2}",6,"{""Fish"": 29, ""Fruits"": 4, ""Meat"": 10, ""Sweet"": 0, ""Wines"": 1}",44,8,36,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
90933.0,90,66,"{""Teen"": 0, ""Kid"": 0}",PhD,single,2249,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 6, ""Store"": 4}",1,"{""Fish"": 62, ""Fruits"": 31, ""Meat"": 430, ""Sweet"": 63, ""Wines"": 1020}",1606,1527,79,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 1, ""last"": 0}",1
113734.0,9,75,"{""Teen"": 0, ""Kid"": 0}",PhD,single,2191,0,"{""Deals"": 0, ""Web"": 27, ""Catalog"": 0, ""Store"": 0}",1,"{""Fish"": 1, ""Fruits"": 2, ""Meat"": 3, ""Sweet"": 262, ""Wines"": 6}",274,271,3,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
59292.0,71,70,"{""Teen"": 1, ""Kid"": 0}",PhD,together,2540,0,"{""Deals"": 2, ""Web"": 3, ""Catalog"": 5, ""Store"": 8}",3,"{""Fish"": 19, ""Fruits"": 14, ""Meat"": 68, ""Sweet"": 14, ""Wines"": 378}",493,479,14,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
45759.0,13,56,"{""Teen"": 1, ""Kid"": 1}",PhD,married,2650,0,"{""Deals"": 2, ""Web"": 2, ""Catalog"": 0, ""Store"": 3}",7,"{""Fish"": 3, ""Fruits"": 1, ""Meat"": 18, ""Sweet"": 0, ""Wines"": 42}",64,60,4,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
22148.0,16,37,"{""Teen"": 0, ""Kid"": 0}",graduation,single,2236,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",7,"{""Fish"": 0, ""Fruits"": 5, ""Meat"": 14, ""Sweet"": 4, ""Wines"": 15}",38,27,11,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
73395.0,94,33,"{""Teen"": 0, ""Kid"": 0}",master,married,2262,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 4, ""Store"": 6}",2,"{""Fish"": 20, ""Fruits"": 7, ""Meat"": 80, ""Sweet"": 7, ""Wines"": 272}",386,375,11,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
29819.0,77,49,"{""Teen"": 0, ""Kid"": 1}",graduation,divorced,2407,0,"{""Deals"": 3, ""Web"": 3, ""Catalog"": 0, ""Store"": 3}",6,"{""Fish"": 2, ""Fruits"": 1, ""Meat"": 24, ""Sweet"": 1, ""Wines"": 9}",37,35,2,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
45688.0,20,52,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2314,0,"{""Deals"": 2, ""Web"": 3, ""Catalog"": 1, ""Store"": 8}",4,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 18, ""Sweet"": 0, ""Wines"": 279}",297,288,9,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",1
62820.0,51,66,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2573,0,"{""Deals"": 1, ""Web"": 3, ""Catalog"": 4, ""Store"": 6}",1,"{""Fish"": 138, ""Fruits"": 61, ""Meat"": 265, ""Sweet"": 61, ""Wines"": 398}",923,870,53,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
60491.0,81,49,"{""Teen"": 1, ""Kid"": 0}",PhD,married,2455,0,"{""Deals"": 4, ""Web"": 6, ""Catalog"": 11, ""Store"": 7}",5,"{""Fish"": 12, ""Fruits"": 47, ""Meat"": 237, ""Sweet"": 19, ""Wines"": 637}",952,876,76,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
33235.0,71,34,"{""Teen"": 0, ""Kid"": 1}",graduation,together,2303,0,"{""Deals"": 1, ""Web"": 3, ""Catalog"": 0, ""Store"": 3}",7,"{""Fish"": 2, ""Fruits"": 0, ""Meat"": 16, ""Sweet"": 1, ""Wines"": 45}",64,58,6,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
35701.0,36,61,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2626,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 3}",6,"{""Fish"": 7, ""Fruits"": 1, ""Meat"": 9, ""Sweet"": 3, ""Wines"": 21}",41,36,5,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
31535.0,95,40,"{""Teen"": 0, ""Kid"": 1}",master,married,2435,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 1, ""Store"": 2}",7,"{""Fish"": 0, ""Fruits"": 4, ""Meat"": 13, ""Sweet"": 0, ""Wines"": 15}",32,13,19,"{""1st"": 0, ""2nd"": 0, ""3rd"": 1, ""4th"": 0, ""5th"": 0, ""last"": 0}",1
92556.0,32,60,"{""Teen"": 0, ""Kid"": 0}","2n_cycle",together,2229,0,"{""Deals"": 0, ""Web"": 3, ""Catalog"": 5, ""Store"": 13}",0,"{""Fish"": 184, ""Fruits"": 183, ""Meat"": 352, ""Sweet"": 23, ""Wines"": 493}",1235,1207,28,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
67384.0,32,50,"{""Teen"": 1, ""Kid"": 0}",graduation,single,2755,0,"{""Deals"": 2, ""Web"": 7, ""Catalog"": 8, ""Store"": 5}",5,"{""Fish"": 158, ""Fruits"": 40, ""Meat"": 175, ""Sweet"": 53, ""Wines"": 957}",1383,1276,107,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 0}",1
80573.0,85,49,"{""Teen"": 0, ""Kid"": 0}",master,together,2782,0,"{""Deals"": 1, ""Web"": 4, ""Catalog"": 6, ""Store"": 13}",2,"{""Fish"": 60, ""Fruits"": 138, ""Meat"": 430, ""Sweet"": 92, ""Wines"": 829}",1549,1534,15,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
77870.0,93,53,"{""Teen"": 1, ""Kid"": 0}",graduation,married,2835,0,"{""Deals"": 3, ""Web"": 5, ""Catalog"": 5, ""Store"": 5}",8,"{""Fish"": 65, ""Fruits"": 50, ""Meat"": 500, ""Sweet"": 50, ""Wines"": 1017}",1682,1549,133,"{""1st"": 1, ""2nd"": 0, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 1}",2
52278.0,24,57,"{""Teen"": 1, ""Kid"": 0}",PhD,widow,2679,0,"{""Deals"": 6, ""Web"": 10, ""Catalog"": 5, ""Store"": 10}",8,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 71, ""Sweet"": 0, ""Wines"": 953}",1024,850,174,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
57107.0,44,52,"{""Teen"": 1, ""Kid"": 0}",graduation,single,2833,0,"{""Deals"": 7, ""Web"": 4, ""Catalog"": 4, ""Store"": 8}",8,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 120, ""Sweet"": 0, ""Wines"": 159}",279,142,137,"{""1st"": 0, ""2nd"": 1, ""3rd"": 0, ""4th"": 1, ""5th"": 0, ""last"": 1}",2
18929.0,15,30,"{""Teen"": 0, ""Kid"": 0}",graduation,married,2657,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 4}",6,"{""Fish"": 23, ""Fruits"": 0, ""Meat"": 8, ""Sweet"": 4, ""Wines"": 32}",67,49,18,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
36038.0,82,39,"{""Teen"": 0, ""Kid"": 1}",PhD,single,2553,0,"{""Deals"": 2, ""Web"": 3, ""Catalog"": 0, ""Store"": 3}",6,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 15, ""Sweet"": 2, ""Wines"": 23}",40,33,7,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
20180.0,27,44,"{""Teen"": 0, ""Kid"": 0}",graduation,single,2653,0,"{""Deals"": 1, ""Web"": 2, ""Catalog"": 1, ""Store"": 4}",7,"{""Fish"": 15, ""Fruits"": 42, ""Meat"": 24, ""Sweet"": 20, ""Wines"": 18}",119,101,18,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
34230.0,72,55,"{""Teen"": 1, ""Kid"": 1}",PhD,together,2709,0,"{""Deals"": 1, ""Web"": 1, ""Catalog"": 0, ""Store"": 2}",7,"{""Fish"": 0, ""Fruits"": 0, ""Meat"": 4, ""Sweet"": 0, ""Wines"": 15}",19,17,2,"{""1st"": 0, ""2nd"": 0, ""3rd"": 0, ""4th"": 0, ""5th"": 0, ""last"": 0}",0
